20120514   2456062.53322 17.899  0.003   19.974  0.008   18.706  0.004  
20120517   2456065.52241 17.834  0.003   19.861  0.008   18.643  0.004  
20120520   2456068.52772 17.984  0.003   20.034  0.008   18.774  0.004  
20120523   2456071.51568 17.852  0.003   19.905  0.008   18.647  0.004  
20120603   2456082.54358 18.014  0.003   20.090  0.009   18.787  0.004  
20120625   2456104.50324 17.809  0.003   19.859  0.008   18.583  0.004  
20120630   2456109.53758 18.073  0.003   20.222  0.009   18.877  0.005  
20120704   2456113.60645 18.169  0.003   20.331  0.011   19.008  0.005  
20120707   2456116.55551 18.001  0.003   19.974  0.009   18.710  0.004  
20120710   2456119.51449 18.001  0.003   20.103  0.009   18.766  0.004  
20120714   2456123.51252 18.026  0.003   20.163  0.010   18.880  0.005  
20120717   2456126.50593 17.946  0.003   19.993  0.008   18.691  0.004  
20120720   2456129.54515 19.531  0.007   21.627  0.022   20.297  0.010  
20120729   2456138.50823 17.936  0.003   20.033  0.009   18.733  0.004  
20120809   2456149.46820 17.950  0.003   19.946  0.009   18.724  0.004  
20130317   2456369.76046 17.893  0.003   19.927  0.008   18.674  0.004  
20130630   2456474.56277 18.020  0.003   20.079  0.009   18.789  0.005  
20130712   2456486.54539 18.007  0.003   20.064  0.009   18.763  0.004  
20140102   2456660.85543 18.149  0.003   20.143  0.009   18.909  0.005  
20140204   2456693.77547 18.137  0.003   20.149  0.009   18.881  0.005  
20140319   2456736.69963 18.071  0.003   20.096  0.009   18.813  0.004  
20140513   2456791.50725 18.073  0.003   20.070  0.009   18.809  0.004  
20140718   2456857.53253 18.166  0.003   20.138  0.009   18.876  0.005  
20150309   2457091.74313 18.167  0.003   20.120  0.008   18.800  0.004  
